year,state,type,length,tuition,room_board,total_cost
2014,Pennsylvania,Public In-State,2-year,4352.0,0.0,4352
2014,Pennsylvania,Public In-State,4-year,12607.0,10164.0,22771
2014,Pennsylvania,Public Out-of-State,2-year,11424.0,0.0,11424
2014,Pennsylvania,Public Out-of-State,4-year,23571.0,10164.0,33735
2014,Rhode Island,Private,4-year,35036.0,11671.0,46707
2014,Rhode Island,Public In-State,2-year,3944.0,0.0,3944
2014,Rhode Island,Public In-State,4-year,10809.0,10952.0,21761
2014,Rhode Island,Public Out-of-State,2-year,10576.0,0.0,10576
2014,Rhode Island,Public Out-of-State,4-year,26763.0,10952.0,37715
2014,South Carolina,Private,4-year,21769.0,8401.0,30170
2014,South Carolina,Public In-State,2-year,3928.0,0.0,3928
2014,South Carolina,Public In-State,4-year,11066.0,8438.0,19504
2014,South Carolina,Public Out-of-State,2-year,8063.0,0.0,8063
2014,South Carolina,Public Out-of-State,4-year,27040.0,8438.0,35478
2014,South Dakota,Private,4-year,20114.0,7410.0,27524
2014,South Dakota,Public In-State,2-year,4800.0,0.0,4800
2014,South Dakota,Public In-State,4-year,7735.0,6695.0,14430
2014,South Dakota,Public Out-of-State,2-year,4822.0,0.0,4822
2014,South Dakota,Public Out-of-State,4-year,10201.0,6695.0,16896
2014,Tennessee,Private,4-year,22561.0,9148.0,31709
2014,Tennessee,Public In-State,2-year,3637.0,0.0,3637
2014,Tennessee,Public In-State,4-year,7958.0,8307.0,16265
2014,Tennessee,Public Out-of-State,2-year,14092.0,0.0,14092
2014,Tennessee,Public Out-of-State,4-year,23290.0,8307.0,31597
2014,Texas,Private,4-year,26382.0,9910.0,36292
2014,Texas,Public In-State,2-year,1898.0,0.0,1898
2014,Texas,Public In-State,4-year,7476.0,8735.0,16211
2014,Texas,Public Out-of-State,2-year,5248.0,0.0,5248
2014,Texas,Public Out-of-State,4-year,20420.0,8735.0,29155
2014,Utah,Private,4-year,7765.0,7599.0,15364
2014,Utah,Public In-State,2-year,3342.0,0.0,3342
2014,Utah,Public In-State,4-year,5656.0,7147.0,12803
2014,Utah,Public Out-of-State,2-year,10594.0,0.0,10594
2014,Utah,Public Out-of-State,4-year,17441.0,7147.0,24588
2014,Vermont,Private,4-year,36449.0,11460.0,47909
2014,Vermont,Public In-State,2-year,5668.0,0.0,5668
2014,Vermont,Public In-State,4-year,13952.0,10121.0,24073
2014,Vermont,Public Out-of-State,2-year,11236.0,0.0,11236
2014,Vermont,Public Out-of-State,4-year,33700.0,10121.0,43821
2014,Virginia,Private,4-year,22280.0,9548.0,31828
2014,Virginia,Public In-State,2-year,4095.0,0.0,4095
2014,Virginia,Public In-State,4-year,10531.0,9316.0,19847
2014,Virginia,Public Out-of-State,2-year,8824.0,0.0,8824
2014,Virginia,Public Out-of-State,4-year,28578.0,9316.0,37894
2014,Washington,Private,4-year,31599.0,10266.0,41865
2014,Washington,Public In-State,2-year,4026.0,0.0,4026
2014,Washington,Public In-State,4-year,8766.0,10519.0,19285
2014,Washington,Public Out-of-State,2-year,7108.0,0.0,7108
2014,Washington,Public Out-of-State,4-year,27714.0,10519.0,38233
2014,West Virginia,Private,4-year,11050.0,8646.0,19696
2014,West Virginia,Public In-State,2-year,3403.0,0.0,3403
2014,West Virginia,Public In-State,4-year,5998.0,8836.0,14834
2014,West Virginia,Public Out-of-State,2-year,8357.0,0.0,8357
2014,West Virginia,Public Out-of-State,4-year,17270.0,8836.0,26106
2014,Wisconsin,Private,4-year,26637.0,9018.0,35655
2014,Wisconsin,Public In-State,2-year,4233.0,0.0,4233
2014,Wisconsin,Public In-State,4-year,8406.0,7316.0,15722
2014,Wisconsin,Public Out-of-State,2-year,6945.0,0.0,6945
2014,Wisconsin,Public Out-of-State,4-year,20183.0,7316.0,27499
2014,Wyoming,Private,4-year,16620.0,0.0,16620
2014,Wyoming,Public In-State,2-year,2579.0,0.0,2579
2014,Wyoming,Public In-State,4-year,3756.0,9193.0,12949
2014,Wyoming,Public Out-of-State,2-year,6353.0,0.0,6353
2014,Wyoming,Public Out-of-State,4-year,11532.0,9193.0,20725
2015,Alabama,Private,4-year,14759.0,9124.0,23883
2015,Alabama,Public In-State,2-year,4120.0,0.0,4120
2015,Alabama,Public In-State,4-year,8871.0,8988.0,17859
2015,Alabama,Public Out-of-State,2-year,8096.0,0.0,8096
2015,Alabama,Public Out-of-State,4-year,22499.0,8988.0,31487
2015,Alaska,Private,4-year,19136.0,6825.0,25961
2015,Alaska,Public In-State,2-year,3340.0,0.0,3340
2015,Alaska,Public In-State,4-year,6356.0,10458.0,16814
2015,Alaska,Public Out-of-State,2-year,3340.0,0.0,3340
2015,Alaska,Public Out-of-State,4-year,19185.0,10458.0,29643
2015,Arizona,Private,4-year,12201.0,8727.0,20928
2015,Arizona,Public In-State,2-year,2025.0,0.0,2025
2015,Arizona,Public In-State,4-year,9775.0,10064.0,19839
2015,Arizona,Public Out-of-State,2-year,8086.0,0.0,8086
2015,Arizona,Public Out-of-State,4-year,23180.0,10064.0,33244
2015,Arkansas,Private,4-year,19974.0,7512.0,27486
2015,Arkansas,Public In-State,2-year,2973.0,0.0,2973
2015,Arkansas,Public In-State,4-year,7261.0,8060.0,15321
2015,Arkansas,Public Out-of-State,2-year,4781.0,0.0,4781
2015,Arkansas,Public Out-of-State,4-year,17219.0,8060.0,25279
2015,California,Private,4-year,27388.0,11081.0,38469
2015,California,Public In-State,2-year,1244.0,0.0,1244
2015,California,Public In-State,4-year,9008.0,12740.0,21748
2015,California,Public Out-of-State,2-year,6731.0,0.0,6731
2015,California,Public Out-of-State,4-year,30175.0,12740.0,42915
2015,Colorado,Private,4-year,21603.0,11313.0,32916
2015,Colorado,Public In-State,2-year,3347.0,0.0,3347
2015,Colorado,Public In-State,4-year,8722.0,10988.0,19710
2015,Colorado,Public Out-of-State,2-year,8769.0,0.0,8769
2015,Colorado,Public Out-of-State,4-year,27059.0,10988.0,38047
2015,Connecticut,Private,4-year,36304.0,13519.0,49823
2015,Connecticut,Public In-State,2-year,3869.0,0.0,3869
2015,Connecticut,Public In-State,4-year,10535.0,11900.0,22435
2015,Connecticut,Public Out-of-State,2-year,11561.0,0.0,11561
2015,Connecticut,Public Out-of-State,4-year,31004.0,11900.0,42904
2015,Delaware,Private,4-year,13720.0,11184.0,24904
2015,Delaware,Public In-State,2-year,3530.0,0.0,3530
2015,Delaware,Public In-State,4-year,11492.0,11668.0,23160
2015,Delaware,Public Out-of-State,2-year,8282.0,0.0,8282
2015,Delaware,Public Out-of-State,4-year,28279.0,11668.0,39947
2015,District of Columbia,Private,4-year,37949.0,13907.0,51856
2015,District of Columbia,Public In-State,4-year,5251.0,0.0,5251
2015,District of Columbia,Public Out-of-State,4-year,11233.0,0.0,11233
2015,Florida,Private,4-year,21578.0,10840.0,32418
2015,Florida,Public In-State,2-year,2383.0,0.0,2383
2015,Florida,Public In-State,4-year,4456.0,10221.0,14677
2015,Florida,Public Out-of-State,2-year,8862.0,0.0,8862
2015,Florida,Public Out-of-State,4-year,17771.0,10221.0,27992
2015,Georgia,Private,4-year,24493.0,11614.0,36107
2015,Georgia,Public In-State,2-year,3177.0,0.0,3177
2015,Georgia,Public In-State,4-year,6753.0,9770.0,16523
2015,Georgia,Public Out-of-State,2-year,7769.0,0.0,7769
2015,Georgia,Public Out-of-State,4-year,21739.0,9770.0,31509
2015,Hawaii,Private,4-year,15233.0,12251.0,27484
2015,Hawaii,Public In-State,2-year,2800.0,0.0,2800
2015,Hawaii,Public In-State,4-year,8831.0,10300.0,19131
2015,Hawaii,Public Out-of-State,2-year,7646.0,0.0,7646
2015,Hawaii,Public Out-of-State,4-year,26150.0,10300.0,36450
2015,Idaho,Private,4-year,6456.0,6552.0,13008
2015,Idaho,Public In-State,2-year,3023.0,0.0,3023
2015,Idaho,Public In-State,4-year,6834.0,6810.0,13644
2015,Idaho,Public Out-of-State,2-year,7336.0,0.0,7336
2015,Idaho,Public Out-of-State,4-year,19633.0,6810.0,26443
2015,Illinois,Private,4-year,28481.0,11297.0,39778
2015,Illinois,Public In-State,2-year,3499.0,0.0,3499
2015,Illinois,Public In-State,4-year,13084.0,10707.0,23791
2015,Illinois,Public Out-of-State,2-year,9871.0,0.0,9871
2015,Illinois,Public Out-of-State,4-year,27672.0,10707.0,38379
2015,Indiana,Private,4-year,29050.0,10079.0,39129
2015,Indiana,Public In-State,2-year,4055.0,0.0,4055
2015,Indiana,Public In-State,4-year,8633.0,9760.0,18393
2015,Indiana,Public Out-of-State,2-year,7932.0,0.0,7932
2015,Indiana,Public Out-of-State,4-year,28035.0,9760.0,37795
2015,Iowa,Private,4-year,24076.0,8534.0,32610
2015,Iowa,Public In-State,2-year,4355.0,0.0,4355
2015,Iowa,Public In-State,4-year,7858.0,8851.0,16709
2015,Iowa,Public Out-of-State,2-year,5548.0,0.0,5548
2015,Iowa,Public Out-of-State,4-year,23778.0,8851.0,32629
2015,Kansas,Private,4-year,16635.0,8020.0,24655
2015,Kansas,Public In-State,2-year,3015.0,0.0,3015
2015,Kansas,Public In-State,4-year,7726.0,7858.0,15584
2015,Kansas,Public Out-of-State,2-year,4197.0,0.0,4197
2015,Kansas,Public Out-of-State,4-year,20155.0,7858.0,28013
2015,Kentucky,Private,4-year,23039.0,8555.0,31594
2015,Kentucky,Public In-State,2-year,3650.0,0.0,3650
2015,Kentucky,Public In-State,4-year,9189.0,8341.0,17530
2015,Kentucky,Public Out-of-State,2-year,12478.0,0.0,12478
2015,Kentucky,Public Out-of-State,4-year,21409.0,8341.0,29750
2015,Louisiana,Private,4-year,31175.0,11444.0,42619
2015,Louisiana,Public In-State,2-year,3502.0,0.0,3502
2015,Louisiana,Public In-State,4-year,7296.0,8749.0,16045
2015,Louisiana,Public Out-of-State,2-year,6659.0,0.0,6659
2015,Louisiana,Public Out-of-State,4-year,21409.0,8749.0,30158
2015,Maine,Private,4-year,33205.0,11786.0,44991
2015,Maine,Public In-State,2-year,3663.0,0.0,3663
2015,Maine,Public In-State,4-year,9166.0,9748.0,18914
2015,Maine,Public Out-of-State,2-year,6455.0,0.0,6455
2015,Maine,Public Out-of-State,4-year,25273.0,9748.0,35021
2015,Maryland,Private,4-year,36402.0,13246.0,49648
2015,Maryland,Public In-State,2-year,3668.0,0.0,3668
2015,Maryland,Public In-State,4-year,8482.0,10892.0,19374
2015,Maryland,Public Out-of-State,2-year,8841.0,0.0,8841
2015,Maryland,Public Out-of-State,4-year,21031.0,10892.0,31923
2015,Massachusetts,Private,4-year,39298.0,13873.0,53171
2015,Massachusetts,Public In-State,2-year,4333.0,0.0,4333
2015,Massachusetts,Public In-State,4-year,10900.0,11314.0,22214
2015,Massachusetts,Public Out-of-State,2-year,9742.0,0.0,9742
2015,Massachusetts,Public Out-of-State,4-year,26213.0,11314.0,37527
2015,Michigan,Private,4-year,20718.0,8705.0,29423
2015,Michigan,Public In-State,2-year,3062.0,0.0,3062
2015,Michigan,Public In-State,4-year,11507.0,9336.0,20843
2015,Michigan,Public Out-of-State,2-year,6323.0,0.0,6323
2015,Michigan,Public Out-of-State,4-year,33666.0,9336.0,43002
2015,Minnesota,Private,4-year,28123.0,9561.0,37684
2015,Minnesota,Public In-State,2-year,5327.0,0.0,5327
2015,Minnesota,Public In-State,4-year,10400.0,8327.0,18727
2015,Minnesota,Public Out-of-State,2-year,5960.0,0.0,5960
2015,Minnesota,Public Out-of-State,4-year,17376.0,8327.0,25703
2015,Mississippi,Private,4-year,15643.0,7201.0,22844
2015,Mississippi,Public In-State,2-year,2518.0,0.0,2518
2015,Mississippi,Public In-State,4-year,6880.0,8830.0,15710
2015,Mississippi,Public Out-of-State,2-year,4676.0,0.0,4676
2015,Mississippi,Public Out-of-State,4-year,17262.0,8830.0,26092
2015,Missouri,Private,4-year,21465.0,8938.0,30403
2015,Missouri,Public In-State,2-year,2890.0,0.0,2890
2015,Missouri,Public In-State,4-year,8065.0,9079.0,17144
2015,Missouri,Public Out-of-State,2-year,5514.0,0.0,5514
2015,Missouri,Public Out-of-State,4-year,19410.0,9079.0,28489
2015,Montana,Private,4-year,21630.0,8006.0,29636
2015,Montana,Public In-State,2-year,3215.0,0.0,3215
2015,Montana,Public In-State,4-year,6378.0,8070.0,14448
2015,Montana,Public Out-of-State,2-year,8923.0,0.0,8923
2015,Montana,Public Out-of-State,4-year,21481.0,8070.0,29551
2015,Nebraska,Private,4-year,20501.0,8429.0,28930
2015,Nebraska,Public In-State,2-year,2743.0,0.0,2743
2015,Nebraska,Public In-State,4-year,7223.0,8976.0,16199
2015,Nebraska,Public Out-of-State,2-year,3743.0,0.0,3743
2015,Nebraska,Public Out-of-State,4-year,18180.0,8976.0,27156
2015,Nevada,Private,4-year,17325.0,13488.0,30813
2015,Nevada,Public In-State,2-year,2700.0,0.0,2700
2015,Nevada,Public In-State,4-year,5016.0,10122.0,15138
2015,Nevada,Public Out-of-State,2-year,9345.0,0.0,9345
2015,Nevada,Public Out-of-State,4-year,20064.0,10122.0,30186
2015,New Hampshire,Private,4-year,31868.0,13128.0,44996
2015,New Hampshire,Public In-State,2-year,6979.0,0.0,6979
2015,New Hampshire,Public In-State,4-year,14538.0,11283.0,25821
2015,New Hampshire,Public Out-of-State,2-year,15202.0,0.0,15202
2015,New Hampshire,Public Out-of-State,4-year,26131.0,11283.0,37414
2015,New Jersey,Private,4-year,32986.0,12448.0,45434
2015,New Jersey,Public In-State,2-year,3982.0,0.0,3982
2015,New Jersey,Public In-State,4-year,12541.0,12283.0,24824
2015,New Jersey,Public Out-of-State,2-year,6926.0,0.0,6926
2015,New Jersey,Public Out-of-State,4-year,26556.0,12283.0,38839
2015,New Mexico,Private,4-year,18779.0,9685.0,28464
2015,New Mexico,Public In-State,2-year,1475.0,0.0,1475
2015,New Mexico,Public In-State,4-year,6003.0,8775.0,14778
2015,New Mexico,Public Out-of-State,2-year,4636.0,0.0,4636
2015,New Mexico,Public Out-of-State,4-year,15285.0,8775.0,24060
2015,New York,Private,4-year,35095.0,13749.0,48844
2015,New York,Public In-State,2-year,4711.0,0.0,4711
2015,New York,Public In-State,4-year,7272.0,13277.0,20549
2015,New York,Public Out-of-State,2-year,8344.0,0.0,8344
2015,New York,Public Out-of-State,4-year,18825.0,13277.0,32102
2015,North Carolina,Private,4-year,28177.0,10741.0,38918
2015,North Carolina,Public In-State,2-year,2355.0,0.0,2355
2015,North Carolina,Public In-State,4-year,6658.0,9113.0,15771
2015,North Carolina,Public Out-of-State,2-year,8269.0,0.0,8269
2015,North Carolina,Public Out-of-State,4-year,22676.0,9113.0,31789
2015,North Dakota,Private,4-year,13255.0,6248.0,19503
2015,North Dakota,Public In-State,2-year,4283.0,0.0,4283
2015,North Dakota,Public In-State,4-year,7050.0,7167.0,14217
2015,North Dakota,Public Out-of-State,2-year,8441.0,0.0,8441
2015,North Dakota,Public Out-of-State,4-year,17316.0,7167.0,24483
2015,Ohio,Private,4-year,27761.0,10215.0,37976
2015,Ohio,Public In-State,2-year,3610.0,0.0,3610
2015,Ohio,Public In-State,4-year,9631.0,10906.0,20537
2015,Ohio,Public Out-of-State,2-year,7512.0,0.0,7512
2015,Ohio,Public Out-of-State,4-year,22756.0,10906.0,33662
2015,Oklahoma,Private,4-year,22309.0,8784.0,31093
2015,Oklahoma,Public In-State,2-year,3244.0,0.0,3244
2015,Oklahoma,Public In-State,4-year,6345.0,7802.0,14147
2015,Oklahoma,Public Out-of-State,2-year,7940.0,0.0,7940
2015,Oklahoma,Public Out-of-State,4-year,17633.0,7802.0,25435
2015,Oregon,Private,4-year,33108.0,11107.0,44215
2015,Oregon,Public In-State,2-year,4023.0,0.0,4023
2015,Oregon,Public In-State,4-year,8891.0,10763.0,19654
2015,Oregon,Public Out-of-State,2-year,7552.0,0.0,7552
2015,Oregon,Public Out-of-State,4-year,27341.0,10763.0,38104
2015,Pennsylvania,Private,4-year,35622.0,12271.0,47893
2015,Pennsylvania,Public In-State,2-year,4589.0,0.0,4589
2015,Pennsylvania,Public In-State,4-year,13171.0,10348.0,23519
2015,Pennsylvania,Public Out-of-State,2-year,11732.0,0.0,11732
2015,Pennsylvania,Public Out-of-State,4-year,24741.0,10348.0,35089
2015,Rhode Island,Private,4-year,36205.0,12665.0,48870
2015,Rhode Island,Public In-State,2-year,3950.0,0.0,3950
2015,Rhode Island,Public In-State,4-year,10868.0,11162.0,22030
2015,Rhode Island,Public Out-of-State,2-year,10582.0,0.0,10582
2015,Rhode Island,Public Out-of-State,4-year,27110.0,11162.0,38272
2015,South Carolina,Private,4-year,22241.0,8716.0,30957
2015,South Carolina,Public In-State,2-year,4061.0,0.0,4061
2015,South Carolina,Public In-State,4-year,11448.0,8906.0,20354
2015,South Carolina,Public Out-of-State,2-year,8537.0,0.0,8537
2015,South Carolina,Public Out-of-State,4-year,27814.0,8906.0,36720
2015,South Dakota,Private,4-year,21018.0,7514.0,28532
2015,South Dakota,Public In-State,2-year,5014.0,0.0,5014
2015,South Dakota,Public In-State,4-year,7744.0,7239.0,14983
2015,South Dakota,Public Out-of-State,2-year,4886.0,0.0,4886
2015,South Dakota,Public Out-of-State,4-year,10923.0,7239.0,18162
2015,Tennessee,Private,4-year,23893.0,9290.0,33183
2015,Tennessee,Public In-State,2-year,3820.0,0.0,3820
2015,Tennessee,Public In-State,4-year,8495.0,8651.0,17146
2015,Tennessee,Public Out-of-State,2-year,14859.0,0.0,14859
2015,Tennessee,Public Out-of-State,4-year,23949.0,8651.0,32600
2015,Texas,Private,4-year,27552.0,10192.0,37744
2015,Texas,Public In-State,2-year,1948.0,0.0,1948
2015,Texas,Public In-State,4-year,7870.0,9002.0,16872
2015,Texas,Public Out-of-State,2-year,5398.0,0.0,5398
2015,Texas,Public Out-of-State,4-year,21135.0,9002.0,30137
2015,Utah,Private,4-year,7747.0,7688.0,15435
2015,Utah,Public In-State,2-year,3469.0,0.0,3469
2015,Utah,Public In-State,4-year,5942.0,7028.0,12970
2015,Utah,Public Out-of-State,2-year,11011.0,0.0,11011
2015,Utah,Public Out-of-State,4-year,17899.0,7028.0,24927
2015,Vermont,Private,4-year,37391.0,11820.0,49211
2015,Vermont,Public In-State,2-year,5886.0,0.0,5886
2015,Vermont,Public In-State,4-year,14495.0,10492.0,24987
2015,Vermont,Public Out-of-State,2-year,11622.0,0.0,11622
2015,Vermont,Public Out-of-State,4-year,35241.0,10492.0,45733
2015,Virginia,Private,4-year,22835.0,9666.0,32501
2015,Virginia,Public In-State,2-year,4318.0,0.0,4318
2015,Virginia,Public In-State,4-year,11057.0,9884.0,20941
2015,Virginia,Public Out-of-State,2-year,9019.0,0.0,9019
2015,Virginia,Public Out-of-State,4-year,30416.0,9884.0,40300
2015,Washington,Private,4-year,32964.0,10322.0,43286
2015,Washington,Public In-State,2-year,3992.0,0.0,3992
2015,Washington,Public In-State,4-year,8299.0,10564.0,18863
2015,Washington,Public Out-of-State,2-year,6887.0,0.0,6887
2015,Washington,Public Out-of-State,4-year,28539.0,10564.0,39103
2015,West Virginia,Private,4-year,11055.0,8626.0,19681
2015,West Virginia,Public In-State,2-year,3628.0,0.0,3628
2015,West Virginia,Public In-State,4-year,6420.0,9223.0,15643
2015,West Virginia,Public Out-of-State,2-year,8215.0,0.0,8215
2015,West Virginia,Public Out-of-State,4-year,17882.0,9223.0,27105
2015,Wisconsin,Private,4-year,28094.0,9322.0,37416
2015,Wisconsin,Public In-State,2-year,4323.0,0.0,4323
2015,Wisconsin,Public In-State,4-year,8441.0,7496.0,15937
2015,Wisconsin,Public Out-of-State,2-year,7220.0,0.0,7220
2015,Wisconsin,Public Out-of-State,4-year,20020.0,7496.0,27516
2015,Wyoming,Private,4-year,16968.0,0.0,16968
2015,Wyoming,Public In-State,2-year,2694.0,0.0,2694
2015,Wyoming,Public In-State,4-year,3968.0,9489.0,13457
2015,Wyoming,Public Out-of-State,2-year,6658.0,0.0,6658
2015,Wyoming,Public Out-of-State,4-year,12152.0,9489.0,21641
2016,Alabama,Private,4-year,15359.0,9289.0,24648
2016,Alabama,Public In-State,2-year,4289.0,0.0,4289
2016,Alabama,Public In-State,4-year,9179.0,9330.0,18509
2016,Alabama,Public Out-of-State,2-year,8464.0,0.0,8464
2016,Alabama,Public Out-of-State,4-year,23261.0,9330.0,32591
2016,Alaska,Private,4-year,19957.0,6431.0,26388
2016,Alaska,Public In-State,2-year,3340.0,0.0,3340
2016,Alaska,Public In-State,4-year,6880.0,9820.0,16700
2016,Alaska,Public Out-of-State,2-year,3340.0,0.0,3340
2016,Alaska,Public Out-of-State,4-year,20463.0,9820.0,30283
2016,Arizona,Private,4-year,12667.0,9577.0,22244
2016,Arizona,Public In-State,2-year,2061.0,0.0,2061
2016,Arizona,Public In-State,4-year,9884.0,10737.0,20621
2016,Arizona,Public Out-of-State,2-year,8255.0,0.0,8255
2016,Arizona,Public Out-of-State,4-year,24161.0,10737.0,34898
2016,Arkansas,Private,4-year,20936.0,7891.0,28827
2016,Arkansas,Public In-State,2-year,3105.0,0.0,3105
2016,Arkansas,Public In-State,4-year,7577.0,8399.0,15976
2016,Arkansas,Public Out-of-State,2-year,4638.0,0.0,4638
2016,Arkansas,Public Out-of-State,4-year,18306.0,8399.0,26705
2016,California,Private,4-year,29519.0,11663.0,41182
2016,California,Public In-State,2-year,1246.0,0.0,1246
2016,California,Public In-State,4-year,9070.0,13081.0,22151
2016,California,Public Out-of-State,2-year,6968.0,0.0,6968
2016,California,Public Out-of-State,4-year,31526.0,13081.0,44607
2016,Colorado,Private,4-year,22332.0,11319.0,33651
2016,Colorado,Public In-State,2-year,3630.0,0.0,3630
2016,Colorado,Public In-State,4-year,9128.0,11466.0,20594
2016,Colorado,Public Out-of-State,2-year,8915.0,0.0,8915
2016,Colorado,Public Out-of-State,4-year,27986.0,11466.0,39452
2016,Connecticut,Private,4-year,37679.0,13891.0,51570
2016,Connecticut,Public In-State,2-year,4039.0,0.0,4039
2016,Connecticut,Public In-State,4-year,11106.0,12245.0,23351
2016,Connecticut,Public Out-of-State,2-year,12100.0,0.0,12100
2016,Connecticut,Public Out-of-State,4-year,32870.0,12245.0,45115
2016,Delaware,Private,4-year,14200.0,11311.0,25511
2016,Delaware,Public In-State,2-year,3215.0,0.0,3215
2016,Delaware,Public In-State,4-year,11670.0,11896.0,23566
2016,Delaware,Public Out-of-State,2-year,6548.0,0.0,6548
2016,Delaware,Public Out-of-State,4-year,28962.0,11896.0,40858
2016,District of Columbia,Private,4-year,38901.0,14671.0,53572
2016,District of Columbia,Public In-State,4-year,5251.0,0.0,5251
2016,District of Columbia,Public Out-of-State,4-year,11233.0,0.0,11233
2016,Florida,Private,4-year,22793.0,11179.0,33972
2016,Florida,Public In-State,2-year,2387.0,0.0,2387
2016,Florida,Public In-State,4-year,4438.0,10019.0,14457
2016,Florida,Public Out-of-State,2-year,8862.0,0.0,8862
2016,Florida,Public Out-of-State,4-year,17656.0,10019.0,27675
2016,Georgia,Private,4-year,25754.0,11709.0,37463
2016,Georgia,Public In-State,2-year,3181.0,0.0,3181
2016,Georgia,Public In-State,4-year,7011.0,10281.0,17292
2016,Georgia,Public Out-of-State,2-year,7929.0,0.0,7929
2016,Georgia,Public Out-of-State,4-year,23167.0,10281.0,33448
2016,Hawaii,Private,4-year,15561.0,12333.0,27894
2016,Hawaii,Public In-State,2-year,2935.0,0.0,2935
2016,Hawaii,Public In-State,4-year,9263.0,10835.0,20098
2016,Hawaii,Public Out-of-State,2-year,7930.0,0.0,7930
2016,Hawaii,Public Out-of-State,4-year,27911.0,10835.0,38746
2016,Idaho,Private,4-year,6006.0,7064.0,13070
2016,Idaho,Public In-State,2-year,3108.0,0.0,3108
2016,Idaho,Public In-State,4-year,6915.0,7296.0,14211
2016,Idaho,Public Out-of-State,2-year,7959.0,0.0,7959
2016,Idaho,Public Out-of-State,4-year,20624.0,7296.0,27920
2016,Illinois,Private,4-year,29639.0,11693.0,41332
2016,Illinois,Public In-State,2-year,3692.0,0.0,3692
2016,Illinois,Public In-State,4-year,13387.0,10711.0,24098
2016,Illinois,Public Out-of-State,2-year,10630.0,0.0,10630
2016,Illinois,Public Out-of-State,4-year,27909.0,10711.0,38620
2016,Indiana,Private,4-year,30533.0,10497.0,41030
2016,Indiana,Public In-State,2-year,4115.0,0.0,4115
2016,Indiana,Public In-State,4-year,8745.0,9967.0,18712
2016,Indiana,Public Out-of-State,2-year,7992.0,0.0,7992
2016,Indiana,Public Out-of-State,4-year,28313.0,9967.0,38280
2016,Iowa,Private,4-year,25308.0,8836.0,34144
2016,Iowa,Public In-State,2-year,4478.0,0.0,4478
2016,Iowa,Public In-State,4-year,7879.0,8869.0,16748
2016,Iowa,Public Out-of-State,2-year,5832.0,0.0,5832
2016,Iowa,Public Out-of-State,4-year,24136.0,8869.0,33005
2016,Kansas,Private,4-year,17827.0,8287.0,26114
2016,Kansas,Public In-State,2-year,3201.0,0.0,3201
2016,Kansas,Public In-State,4-year,8011.0,8772.0,16783
2016,Kansas,Public Out-of-State,2-year,4395.0,0.0,4395
2016,Kansas,Public Out-of-State,4-year,20901.0,8772.0,29673
2016,Kentucky,Private,4-year,24258.0,8738.0,32996
2016,Kentucky,Public In-State,2-year,3650.0,0.0,3650
2016,Kentucky,Public In-State,4-year,9490.0,9212.0,18702
2016,Kentucky,Public Out-of-State,2-year,12478.0,0.0,12478
2016,Kentucky,Public Out-of-State,4-year,22321.0,9212.0,31533
2016,Louisiana,Private,4-year,32733.0,11918.0,44651
2016,Louisiana,Public In-State,2-year,3919.0,0.0,3919
2016,Louisiana,Public In-State,4-year,8162.0,9126.0,17288
2016,Louisiana,Public Out-of-State,2-year,7292.0,0.0,7292
2016,Louisiana,Public Out-of-State,4-year,23099.0,9126.0,32225
2016,Maine,Private,4-year,34277.0,12301.0,46578
2016,Maine,Public In-State,2-year,3648.0,0.0,3648
2016,Maine,Public In-State,4-year,9186.0,9581.0,18767
2016,Maine,Public Out-of-State,2-year,6396.0,0.0,6396
2016,Maine,Public Out-of-State,4-year,25598.0,9581.0,35179
2016,Maryland,Private,4-year,38352.0,13661.0,52013
2016,Maryland,Public In-State,2-year,3816.0,0.0,3816
2016,Maryland,Public In-State,4-year,8942.0,11134.0,20076
2016,Maryland,Public Out-of-State,2-year,9147.0,0.0,9147
2016,Maryland,Public Out-of-State,4-year,21768.0,11134.0,32902
2016,Massachusetts,Private,4-year,40761.0,14263.0,55024
2016,Massachusetts,Public In-State,2-year,4559.0,0.0,4559
2016,Massachusetts,Public In-State,4-year,11670.0,11719.0,23389
2016,Massachusetts,Public Out-of-State,2-year,9944.0,0.0,9944
2016,Massachusetts,Public Out-of-State,4-year,27736.0,11719.0,39455
2016,Michigan,Private,4-year,22018.0,8936.0,30954
2016,Michigan,Public In-State,2-year,3179.0,0.0,3179
2016,Michigan,Public In-State,4-year,11708.0,9673.0,21381
2016,Michigan,Public Out-of-State,2-year,6590.0,0.0,6590
2016,Michigan,Public Out-of-State,4-year,34863.0,9673.0,44536
2016,Minnesota,Private,4-year,29377.0,9753.0,39130
2016,Minnesota,Public In-State,2-year,5332.0,0.0,5332
2016,Minnesota,Public In-State,4-year,10701.0,8564.0,19265
2016,Minnesota,Public Out-of-State,2-year,5975.0,0.0,5975
2016,Minnesota,Public Out-of-State,4-year,18295.0,8564.0,26859
2016,Mississippi,Private,4-year,16438.0,7596.0,24034
2016,Mississippi,Public In-State,2-year,2645.0,0.0,2645
2016,Mississippi,Public In-State,4-year,7175.0,9259.0,16434
2016,Mississippi,Public Out-of-State,2-year,4810.0,0.0,4810
2016,Mississippi,Public Out-of-State,4-year,18516.0,9259.0,27775
2016,Missouri,Private,4-year,22416.0,9276.0,31692
2016,Missouri,Public In-State,2-year,3016.0,0.0,3016
